Id,SalePrice
2,48705.48829079987
4,187742.78993734968
6,107587.1494506974
7,89931.19246995302
17,90922.51926363925
18,231751.48380040535
22,71860.66458006323
27,45631.42722678982
31,6590.803639069694
36,48200.722300027584
39,265744.5507032003
40,147877.15801067124
42,184598.89245273377
46,130209.3037042144
53,57142.59247213254
58,73252.49544086154
61,196570.8524361148
72,161281.68816233985
79,10594.549873554526
80,94190.01393673138
82,65970.18435727136
83,18011.78664446299
85,60579.83863696751
88,49676.84552039442
92,154696.30156840914
93,162018.5111484122
95,81613.06009057768
102,83064.13349274336
103,73060.07229988482
106,129648.83387323306
107,51280.993513677764
110,127015.93964716714
114,110474.75539089084
116,83449.56659438724
117,66984.83903395614
118,63570.43478745244
125,70227.00979084318
126,103152.78681560238
127,57152.84604416431
128,120728.04127277432
134,62480.811220170945
135,88979.6364132426
137,140313.47129525582
143,69535.65604558481
147,61023.1253834956
148,93054.3886763032
150,32962.72947792741
156,59979.28005173462
157,48752.188402760046
159,68110.54121941348
161,146061.24125628293
167,75812.73151937735
170,37439.869867740636
171,-1726.5953777607356
175,42054.25220014088
179,30363.777118723112
181,19419.17214840991
186,83742.40071688655
193,96367.0060981384
194,-362.10209349446814
206,28573.77735803768
208,41649.98553872734
210,88776.78629499197
211,-1745.9584764557949
212,63740.25167605448
214,55776.996049383175
215,47332.60861372997
217,92885.82623851426
222,51780.931138964166
227,67114.1639750843
228,68579.35031297388
233,136202.31044622263
235,65200.47022638522
238,56220.62282232837
241,65983.943294517
252,83159.35093636799
253,86525.46167681682
256,60282.565817224255
257,66311.75535919488
258,99539.64934455551
259,98075.45568972964
261,61404.54612212397
263,42464.26920143643
266,130227.78493707706
267,127521.08591634592
270,42813.25652771603
271,121459.92946065486
276,27033.430892252916
285,50549.150107876514
288,4615.055753571651
289,79915.3693212886
290,33542.58771076033
291,66275.46377503412
292,62754.80565406539
293,96045.51073332159
294,124054.20986834215
295,109460.29389537321
304,40751.71437498153
322,233602.7808629857
326,96266.71833901905
327,11273.462250699376
328,43969.21347454519
331,-5552.460326677858
332,10335.548720368679
333,7332.67239385625
335,67385.66985226738
337,127993.00692385263
342,34937.247345388896
343,81897.08767164385
347,80146.8694212432
350,226156.9241850312
352,98486.211011022
358,99905.29386885327
359,89377.72779097705
360,63976.66813510604
368,189457.49773581792
369,147049.73005283822
373,80107.55177458806
377,131446.58811459754
383,92386.56130306685
386,111561.07494021021
387,124863.0619180447
390,61792.27056743299
391,57349.5554358957
395,54914.48697083803
397,40071.876204719214
398,47120.627455385315
401,51101.91275981875
404,24179.225289367227
408,24228.28850042468
409,25166.77576617422
410,49281.82774875345
418,10693.743901059817
422,291649.6818122192
427,268882.86802136136
431,280023.64161948906
433,340481.521906569
437,250849.4110969419
438,173993.9316320744
442,246615.18781843106
447,134194.4921903363
459,237890.58541664213
460,170276.76751057923
464,103221.34471713261
465,72554.85344254851
467,82827.59781537368
468,84150.67765825226
474,60630.20902572526
480,91856.56715661516
481,97885.9805241164
483,125743.90621253566
488,94332.44193307031
492,95630.90377724438
494,69862.76118428026
499,181359.08948816697
500,155721.57366188674
501,160779.4601450786
503,145887.14099613868
506,125132.1621129528
508,126732.42404803706
511,155609.35537166597
515,149475.70313848808
519,124768.65006725785
521,128302.22364761581
530,127257.37521472019
532,130738.97544185375
534,70053.99199558355
540,62966.84640668871
541,49753.78853497238
551,57671.17689758567
552,61821.43531626147
554,3469.1011078570446
555,45369.79240791692
556,44470.385921521316
557,50411.871385288745
565,116814.1562545705
566,159116.0011715854
567,64416.70477173064
569,119671.32914086942
570,100002.64270038047
574,103989.21037815126
575,200309.91819061962
576,87311.82286467901
577,124946.62382883209
578,104596.03797138322
583,116922.54045317882
584,125109.32975346022
585,62757.39440026214
587,108532.17672441229
593,100943.93921052833
597,101578.04982580521
598,72850.49287440657
599,84522.69226912124
600,51732.13077850579
605,89464.72329400339
607,85705.29358028338
608,79027.47693021323
611,93231.3862611427
616,44062.08095803685
625,78476.39209124791
629,64525.81982092759
630,61437.74474373621
631,59263.44476770048
640,99078.78114519938
642,84974.25440133778
643,51728.81396868851
646,39806.83707918084
647,75603.19754350894
655,24504.35110119896
659,29468.427772494004
663,682.2252172900771
665,23482.69743542248
667,116249.94135869379
673,86009.97241007554
676,48643.9322424008
680,72317.83712328496
682,47351.33467846227
687,42533.90905001879
688,72153.2146609281
692,16391.050794298848
693,30963.18323395282
695,68554.69303613076
697,29518.10700997137
700,57960.52854986534
702,49551.249875334295
703,46316.925377229665
704,40454.51655988509
712,5969.054130674893
713,33936.37610803041
717,131629.58007566194
720,57286.16685830105
721,17344.036228543468
726,59999.92510535197
733,24702.67909120294
736,40560.47167635121
738,18492.247311856336
741,51197.1482647316
743,-439.335605437489
745,27388.85040748198
750,74797.81024113603
756,28427.91198375667
757,30477.277635646024
758,39653.03408622337
760,7075.972120607359
765,51973.605517753895
775,52172.583236432954
776,48273.92228262601
780,91750.1116820993
783,160254.0987087048
790,35355.34183201022
795,3885.966508441168
796,32708.792727351974
797,56827.30930221926
798,26522.14018975632
804,99704.40206012572
805,116683.56056644254
806,121401.61431539184
808,31866.59124292768
814,62608.82178131626
818,184155.08591760253
821,184857.47235816845
822,232626.02866716654
825,173917.42099545503
827,142700.48839951513
830,104823.00459706044
834,137824.1431193362
835,114196.7318863908
842,61411.36830729651
845,111098.82666119875
852,109380.19363338426
857,58168.89612550696
858,53676.813094955025
859,53521.078182963
860,55418.8812522886
861,35467.65236959868
864,130328.72330713124
868,95253.35077043781
869,110750.91898410319
872,184130.22850463586
873,121453.74189479499
885,21857.398993084236
890,36579.152772871224
895,23599.27793840933
899,573.2358214403794
906,48441.80011085389
918,38911.301432410226
923,93414.94814383198
925,46493.86706068591
927,79121.14477309617
932,123572.95324701736
933,18013.96585016718
934,37294.53568066316
942,11534.582223462668
947,137175.35058132667
948,201990.77753242012
951,52887.29814082301
957,277656.7068259098
958,212597.50966092368
959,138784.89847168972
963,103835.97439010782
967,113993.02534201542
968,233149.02569844015
971,60227.1757082976
972,79524.3850882458
976,-1569.7375602545508
978,-4811.167164155719
979,28768.313637057756
984,46863.00689484368
986,92576.56093140942
991,140283.92451586784
996,123027.48714065534
1001,135828.90742596454
1007,103131.4908436417
1008,93781.82748184288
1009,83372.69217400333
1014,84852.93455788195
1022,106384.04921229595
1024,76223.66208952402
1027,54245.863951625026
1030,76380.5902884349
1032,68569.3885982029
1035,61978.63610839909
1042,16966.53820921984
1047,28848.160407758347
1050,23497.613404980482
1055,196039.33051556975
1059,287225.7616186361
1061,252840.92143995984
1064,339766.7174673568
1077,101092.65052754665
1081,129298.38520338223
1092,133315.57941647485
1093,104703.52082318498
1095,99293.33244931708
1099,126953.7749987164
1101,162036.86708466086
1103,187083.57457577792
1109,147855.70357479114
1112,120369.89297517767
1113,119779.57615285798
1114,155560.09510616842
1116,116910.67585054488
1117,128217.29538311991
1119,157316.91222024622
1121,112859.85568116847
1122,125763.76638466137
1125,152334.91721364678
1137,78450.34078764111
1142,124359.04358007328
1144,104416.06331134024
1145,90424.8593014077
1147,89459.32508374863
1148,85263.02710164241
1149,50353.121582242136
1150,39879.78850675284
1153,31105.799788259814
1154,12338.530305984284
1159,197923.3632035216
1161,61394.26280354212
1167,81051.4379277368
1171,137512.2374097565
1174,75856.33340784659
1188,105883.94309901563
1189,71432.77998120525
1191,71771.11852777078
1195,57287.275783960635
1199,67646.61948125085
1201,94447.9368326423
1204,95370.35701997782
1211,66405.96016996338
1214,78146.42406908316
1219,60147.93576003252
1220,-7743.232676846877
1227,100841.3177511434
1229,111209.5521819847
1231,62187.30358802019
1234,115034.37804306953
1235,48424.87742714552
1239,101402.6328544191
1240,85164.12010175997
1241,96387.45120325735
1246,27462.965745417896
1249,79291.0555391586
1250,55547.815557306996
1252,48533.915977717756
1259,91516.60889407525
1267,27425.533038784546
1269,5597.124210305832
1270,68418.09253599132
1272,53898.91578614517
1274,41748.07472256801
1276,23110.526588498178
1279,73627.8262722098
1281,85086.88215647293
1286,67410.83930593559
1287,37996.13345843254
1290,-4301.105951427628
1291,41783.329294587165
1297,56458.874747157315
1302,75574.1203646781
1303,-14510.69672781459
1312,10763.264077752276
1315,51281.257675719244
1322,12915.163529855286
1327,36440.26330736026
1331,65286.18152151865
1333,28907.74210400952
1334,17254.605139189196
1336,30619.22981571019
1341,28300.292107092537
1344,-23621.692596054607
1347,59880.72525219878
1348,54383.59372678028
1353,71244.69228962692
1355,68199.44472575252
1356,26691.258325703646
1357,80228.69556707528
1361,41076.03087948533
1364,29138.474845141085
1368,28983.170687256526
1369,13116.084869629383
1371,40062.136866044515
1373,52920.22043439849
1374,42261.384305579646
1387,69535.2326666425
1388,38067.25766413406
1392,78570.04533014608
1394,45757.70783097853
1406,52334.34926443694
1407,127060.93986956096
1408,112227.88953652888
1409,64978.77276141508
1411,93124.27587587773
1412,37764.105383780814
1413,36863.724314395164
1414,34229.203970734554
1425,125160.8709403472
1430,102620.5587808222
1431,117290.884688828
1435,130260.70658984434
1441,125255.33627790805
1444,122569.89575399482
1445,45190.11792632411
1446,43464.689130254585
1452,32335.284881688334
1453,39132.30478265454
1456,137655.465287741
1457,133504.74385408318
1460,151698.74768471753
1463,145926.14391885157
1468,122852.20709861424
1471,131995.7428004797
1474,115603.00440094029
1475,94982.8363749448
1476,114950.2465519459
1478,100408.60231379746
1482,48140.7764833096
1483,60467.58781794521
1484,47629.73893601258
1485,66557.3182881596
1496,47377.72930724968
1497,80293.43803836865
1500,43297.202818474354
1506,44036.406140310486
1507,984.5829921723052
1509,36764.6544074431
1510,61886.909579342624
1513,30236.33777277448
1517,49809.05049735613
1518,94497.43799330566
1523,99355.59123267801
1524,68918.14814734473
1526,65148.879243380696
1529,78125.07216572565
1531,70608.50705492472
1535,49370.77742432253
1536,56581.265406913415
1538,205069.37556961097
1540,127360.74467032915
1543,25244.28277612917
1545,26180.85372846332
1546,22303.93690784785
1557,-30.747198345983634
1558,73070.44991293507
1559,-7322.07744917096
1563,155623.28594872047
1568,69623.77673207551
1571,216233.03651722526
1578,65503.334298601505
1579,114433.48675363569
1584,139995.95881854743
1586,185244.41183730445
1604,53007.822084940315
1606,69177.63412943408
1610,89780.9997653505
1611,68798.77650572514
1618,73504.43843936961
1623,113249.83801347036
1624,77591.72508828671
1628,69995.41475934717
1633,116139.939581546
1645,62797.258248171696
1649,97121.4960955777
1652,47438.39294518382
1653,54951.09025503289
1656,57652.69231413513
1662,103461.05757408722
1668,39200.20836350552
1670,41669.98528879092
1672,41574.66097287458
1673,37850.56261475591
1674,70583.26509900195
1677,21625.09882153044
1678,35968.04551832445
1679,23848.797781514673
1685,268034.29344127263
1692,330086.92167270824
1693,233514.5055193426
1696,340101.924543789
1709,223164.90106313193
1711,186893.56225402583
1717,130152.00522975728
1718,119804.94312142069
1721,121285.63694179595
1722,98654.25873353044
1725,217399.60174760735
1726,112960.52923379405
1730,90709.35370323244
1731,82997.06353853265
1733,109608.41759397069
1737,98146.78485282368
1746,137114.79848740314
1747,96137.41316092944
1748,81798.38611008998
1749,109639.04361248724
1760,95311.87668156567
1761,361543.64290405065
1762,199174.66557867822
1768,383176.69038744597
1769,142504.27970958778
1770,179220.98126239344
1776,95818.64518783095
1781,271519.93576394784
1785,237494.98053603165
1792,119178.28517174591
1798,145281.002236886
1812,99251.6126027678
1814,140426.98988622872
1817,55833.83184597148
1818,60173.942962734305
1822,52213.2165104305
1823,66122.04632783642
1829,149492.74257524207
1838,105966.73491719214
1845,81686.9541672797
1851,87297.5099215332
1855,187625.38477769983
1856,102919.37370468312
1858,92054.5160190357
1865,127976.23166709315
1866,54931.005914723224
1867,82030.53357322096
1868,95317.27269213305
1876,62269.51391022584
1878,66303.84644587153
1879,69624.71707677924
1882,47856.281139488245
1883,43385.30826718986
1887,8895.855332622159
1895,56217.44891841647
1898,79987.12200812982
1904,-622.279732451163
1908,67926.03450787331
1917,50078.2290724139
1918,52598.919781103425
1920,54097.56030982778
1922,44586.609333850996
1923,62610.512800244935
1931,75305.60896786822
1935,51558.864920316235
1936,36036.755025016755
1939,48598.97029311949
1943,55118.42329768425
1944,35348.517801206996
1946,159833.41250668187
1952,23586.56288630204
1954,17749.664931616426
1958,28626.44748302721
1964,71917.23585359653
